Rotation,ABMI Site,Year,Field Date,Field Crew Member(s),Visit,Method of Travel,Route Tracked,Start Time,End Time,Days Since Snow,Snow Conditions,Temperature (Degrees Celsius),Weather,Starting Snow Depth 1 (centimetres),Starting Snow Depth 2 (centimetres),Starting Snow Depth 3 (centimetres),Ending Snow Depth 4 (centimetres),Ending Snow Depth 5 (centimetres),Ending Snow Depth 6 (centimetres)
Rotation 1,262,2011,24-Jan-12,SHO,1,Walk,A,9:53,14:58,3,Powder,-18,Overcast,31,42,37,37,41,40
Rotation 1,263,2011,24-Jan-12,MBO2,1,Walk,C,10:26,14:46,3,Powder,-18,Overcast,34,39,38,32,32,35
Rotation 1,263,2011,24-Jan-12,CPR,1,Walk,C,10:26,14:46,3,Powder,-18,Overcast,34,39,38,35,38,39
Rotation 1,268,2013,07-Feb-14,RHO,1,Walk,B,10:10,14:50,5,Powder,-20,Clear,40,35,35,55,63,72
Rotation 1,268,2013,07-Feb-14,RBO2,1,Walk,B,10:10,13:00,5,Powder,-20,Clear,40,35,35,55,63,72
Rotation 1,269,2013,05-Feb-14,RBO2/RHO,1,Walk,A,9:20,12:30,3,Powder,-22,Clear,43,46,46,37,47,39
Rotation 1,269,2013,05-Feb-14,DRO/JLI,1,Walk,A,9:33,12:01,3,Powder,-22,Clear,43,46,46,37,47,39
Rotation 1,270,2012,20-Mar-13,WFL,1,Walk,A,9:30,12:55,6,Powder,-15,Clear,74,70,74,68,68,71
Rotation 1,270,2012,20-Mar-13,RBO,1,Walk,A,9:30,12:55,6,Powder,-15,Clear,74,70,74,68,68,71
Rotation 1,271,2012,19-Mar-13,JL/SDO,1,Walk,A,9:15,11:52,6,Powder,-15,Overcast,58,56,57,60,59,64
Rotation 1,271,2012,19-Mar-13,JL,1,Walk,A,9:15,11:52,6,Powder,-15,Overcast,58,56,57,60,59,64
Rotation 1,272,2012,17-Mar-13,JL,1,Walk,A,10:52,15:33,3,Powder,-23,Clear,61,64,62,65,66,66
Rotation 1,272,2012,17-Mar-13,SDO,1,Walk,A,10:52,15:33,3,Powder,-23,Clear,61,64,62,65,66,66
Rotation 1,276,2008,15-Jan-09,JBU/KC,1,Snowmobile,D,14:17,16:42,3,Powder,-5,Clear,72,71,78,62,63,59
Rotation 1,277,2008,16-Jan-09,JBU/KC,1,Snowmobile,B,10:00,13:02,5,Powder,-3,Overcast,64,65,59,DNC,DNC,DNC
Rotation 1,278,2008,17-Jan-09,KC,1,Snowmobile,BMOD,12:35,16:12,6,Wet,5,Cloudy,55,53,60,89,69,65
Rotation 1,291,2011,10-Jan-12,CPR,1,Walk,A,11:00,13:04,5,Powder,-17,Overcast,28,30,30,32,35,35
Rotation 1,291,2011,10-Jan-12,MBO2,1,Walk,A,11:00,13:04,5,Powder,-17,Overcast,28,30,30,22,15,13
Rotation 1,292,2011,25-Jan-12,SBO,1,Walk,A,9:47,15:43,4,Powder,-10,Overcast,21,18,20,29,30,30
Rotation 1,292,2011,25-Jan-12,SHO,1,Walk,A,9:47,15:43,4,Powder,-10,Overcast,21,18,20,47,47,49
Rotation 1,293,2011,25-Jan-12,CPR,1,Walk,C,10:23,15:38,4,Powder,-15,Overcast,33,30,27,20,20,24
Rotation 1,293,2011,25-Jan-12,MBO2,1,Walk,C,10:23,15:38,4,Powder,-15,Overcast,33,30,27,34,30,32
Rotation 1,297,2013,07-Feb-14,DRO,1,Walk,A,9:22,15:55,5,Powder,-22,Overcast,31,33,38,49,49,44
Rotation 1,297,2013,07-Feb-14,JLI,1,Walk,A,9:22,14:50,5,Powder,-22,Overcast,31,33,38,49,49,44
Rotation 1,298,2013,06-Feb-14,JLI,1,Walk,A,9:30,12:40,4,Powder,-20,Clear,39,39,39,35,35,40
Rotation 1,298,2013,06-Feb-14,DRO,1,Walk,A,9:30,12:40,4,Powder,-20,Clear,39,39,39,35,35,40
Rotation 1,299,2013,06-Feb-14,RHO,1,Walk,A,10:00,13:30,4,Powder,-19,Clear,28,31,32,43,42,42
Rotation 1,299,2013,06-Feb-14,RBO2,1,Walk,A,10:00,13:20,4,Powder,-19,Clear,28,31,32,43,42,42
Rotation 1,300,2012,16-Mar-13,RBO,1,Walk,A,11:26,14:40,4,Powder,-22,Clear,68,65,66,42,55,58
Rotation 1,301,2012,16-Mar-13,JL,1,Walk,A,11:45,15:40,4,Powder,-20,Overcast,64,62,53,74,70,72
Rotation 1,301,2012,16-Mar-13,WFL,1,Walk,A,11:45,15:40,4,Powder,-20,Overcast,64,62,53,74,70,72
Rotation 1,302,2012,17-Mar-13,RBO,1,Walk,A,11:15,15:30,3,Powder,-20,Clear,74,74,73,80,76,63
Rotation 1,302,2012,17-Mar-13,WFL,1,Walk,A,11:15,15:30,3,Powder,-20,Clear,74,74,73,80,76,63
Rotation 1,314,2008,25-Jan-09,JFO,1,Snowmobile,AMOD,15:10,17:30,2,Powder,-18,Clear,65,54,51,59,55,51
Rotation 1,315,2013,12-Mar-14,CPR/SHO,1,Snowmobile,BMOD,10:05,12:37,3,Powder,-6,Clear,47,48,47,41,42,46
Rotation 1,316,2008,27-Jan-09,JFO,1,Walk,A,9:24,15:37,5,Powder,-15,Overcast,65,62,64,35,35,40
Rotation 1,316,2008,27-Jan-09,JL,1,Walk,A,9:24,14:54,5,Powder,-15,Overcast,65,62,64,35,35,40
Rotation 1,323,2012,21-Jan-13,MBO2/SHO,1,Walk,B,10:33,15:38,3,Powder,-22,DNC,75,78,78,67,68,70
Rotation 1,323,2012,21-Jan-13,CPR,1,Walk,B,10:36,13:04,3,Powder,-22,DNC,75,78,78,67,68,70
Rotation 1,324,2012,22-Jan-13,MBO2,1,Walk,C,10:14,13:27,4,Powder,-25,DNC,75,80,77,78,76,79
Rotation 1,324,2012,22-Jan-13,CPR,1,Walk,C,10:21,13:08,4,Powder,-25,DNC,75,80,77,78,76,79
Rotation 1,325,2012,03-Mar-13,CPR,1,Walk,C,10:11,13:11,4,Powder,-6,Cloudy,65,71,70,62,62,64
Rotation 1,329,2007,24-Feb-08,KZ/SS,1,PNA,PNA,9:15,14:50,5,Powder,-5,Overcast,61,50,68,56,58,54
Rotation 1,330,2007,23-Feb-08,KZ/SS,1,PNA,PNA,9:20,12:40,4,Crust,-3,Clear,41,41,43,51,50,48
Rotation 1,331,2007,23-Feb-08,JL/KC,1,PNA,PNA,9:30,14:30,4,Powder,-5,Clear,54,56,65,60,56,59
Rotation 1,332,2011,24-Mar-12,RBO/WFL,1,Walk,AMOD,9:40,15:23,4,Powder,-8,Clear,53,50,35,38,59,50
Rotation 1,343,2008,25-Jan-09,JFO,1,Snowmobile,B,9:57,12:50,2,Powder,-20,Clear,54,54,55,59,65,72
Rotation 1,344,2013,22-Mar-14,MBO3/SHO,1,Snowmobile,AMOD,13:38,17:39,3,Powder,-10,Clear,1,6,2,25,34,35
Rotation 1,345,2008,28-Jan-09,JL,1,Snowmobile,AMOD,10:41,12:48,6,Powder,-15,Clear,52,53,52,65,69,61
Rotation 1,352,2010,01-Feb-11,DRO/JL,1,Walk,C,10:37,16:00,5,Powder,-12,Clear,6,58,52,56,52,54
Rotation 1,353,2010,02-Feb-11,RBO/WFL,1,Walk,B,9:00,12:54,6,Powder,-10,Clear,60,54,60,52,62,68
Rotation 1,354,2012,04-Mar-13,CPR/MBO2,1,Walk,C,11:08,13:31,5,Powder,-7,Clear,58,56,50,60,62,62
Rotation 1,358,2007,23-Feb-08,JL/KC/KZ/SS,1,PNA,PNA,13:00,16:41,4,Powder,0,Clear,54,52,51,45,44,48
Rotation 1,359,2007,24-Feb-08,JL/KC,1,PNA,PNA,8:33,13:30,5,Powder,-5,Overcast,57,50,40,57,57,52
Rotation 1,360,2007,22-Feb-08,JL/KZ,1,PNA,PNA,8:58,10:41,3,Powder,-16,Clear,43,49,47,60,60,59
Rotation 1,361,2011,25-Mar-12,RBO/WFL,1,Walk,A,9:00,13:35,5,Powder,-5,Clear,63,59,63,51,52,49
Rotation 1,362,2012,18-Mar-13,SDO,1,Walk,C,11:23,15:20,3,Powder,-15,Clear,70,69,72,75,69,67
Rotation 1,362,2012,18-Mar-13,JL,1,Walk,C,11:23,15:20,3,Powder,-15,Clear,70,69,72,75,69,67
Rotation 1,373,2013,12-Mar-14,MBO3,1,Walk,C,8:48,13:43,3,Wet,3,Cloudy,60,58,52,45,36,42
Rotation 1,374,2013,12-Mar-14,SPE,1,Walk,C,9:30,17:00,3,Powder,3,Cloudy,69,71,70,47,48,48
Rotation 1,374,2013,12-Mar-14,SOL,1,Walk,C,9:30,17:00,3,Powder,3,Cloudy,69,71,70,47,48,48
Rotation 1,374,2013,12-Mar-14,SPE,1,Walk,C,9:30,17:30,3,Powder,3,Cloudy,69,71,70,47,48,48
Rotation 1,375,2008,26-Jan-09,JFO,1,Snowmobile,A,14:08,17:00,4,Powder,-15,Overcast,53,65,61,48,54,56
Rotation 1,382,2010,01-Feb-11,CKO/SC,1,Walk,C,10:00,15:10,5,Powder,-10,Clear,40,48,45,51,50,45
Rotation 1,383,2010,02-Feb-11,CKO/JL,1,Walk,AMOD,9:30,16:00,6,Powder,-5,Overcast,40,42,45,40,50,51
Rotation 1,384,2012,03-Mar-13,LWI/MBO2,1,Walk,AMOD,9:54,15:45,4,Powder,-3,Cloudy,74,79,68,74,74,61
Rotation 1,388,2007,24-Feb-08,JL/KC/KZ/SS,1,PNA,PNA,15:08,17:23,5,Powder,-5,Cloudy,57,57,60,48,55,53
Rotation 1,389,2007,22-Feb-08,JL/KZ,1,PNA,PNA,14:32,17:22,3,Powder,1,Clear,43,48,52,60,62,63
Rotation 1,390,2007,22-Feb-08,JL/KZ,1,PNA,PNA,11:30,13:49,3,Powder,0,Clear,63,57,61,45,50,52
Rotation 1,391,2011,26-Mar-12,RBO/WFL,1,Walk,A,8:40,11:40,6,Crust,0,Clear,44,56,62,17,20,20
Rotation 1,392,2012,18-Mar-13,RBO,1,Walk,A,10:46,14:10,3,Powder,-16,Clear,75,70,74,77,75,71
Rotation 1,392,2012,18-Mar-13,WFL,1,Walk,A,10:46,14:10,3,Powder,-16,Clear,75,70,74,77,75,71
Rotation 1,397,2012,24-Mar-13,RBO,1,Walk,B,11:48,14:05,3,Powder,-1,Clear,82,79,76,85,92,94
Rotation 1,397,2012,24-Mar-13,SDO,1,Walk,B,11:48,14:05,3,Powder,-1,Clear,82,79,76,85,92,94
Rotation 1,398,2012,09-Feb-13,JL,1,Snowmobile,B,10:26,13:46,5,Powder,-10,Clear,85,87,72,83,85,92
Rotation 1,399,2012,09-Feb-13,RBO,1,Snowmobile,C,9:53,13:10,5,Powder,-1,Clear,73,8,65,53,4,58
Rotation 1,407,2013,27-Mar-14,MBO3/SHO,1,Snowmobile,BMOD,11:52,15:24,6,Powder,-8,Clear,34,41,36,46,56,59
Rotation 1,408,2013,24-Mar-14,MBO3/SHO,1,Snowmobile,AMOD,10:36,12:57,3,Powder,-20,Clear,56,57,62,39,38,38
Rotation 1,412,2008,25-Feb-09,JFO,1,Walk,A,10:48,15:00,3,Powder,-30,Clear,69,64,69,61,62,61
Rotation 1,412,2008,25-Feb-09,JL,1,Walk,A,10:48,15:00,3,Powder,-30,Clear,69,64,69,61,62,61
Rotation 1,413,2008,25-Feb-09,SS,1,Walk,A,10:33,15:02,3,Powder,-32,Clear,54,55,56,66,59,56
Rotation 1,413,2008,25-Feb-09,DLA,1,Walk,A,10:33,14:57,3,Powder,-32,Clear,54,55,56,66,59,56
Rotation 1,414,2008,26-Feb-09,DLA,1,Walk,A,9:20,13:29,4,Powder,-26,Clear,59,56,61,49,65,57
Rotation 1,414,2008,26-Feb-09,SS,1,Walk,A,9:20,13:29,4,Powder,-26,Clear,59,56,61,49,65,57
Rotation 1,415,2011,20-Jan-12,RBO/WFL,1,Walk,AMOD,10:30,13:00,5,Crust,-24,Clear,20,25,30,30,30,30
Rotation 1,416,2011,20-Jan-12,CKO/SS,1,Walk,A,10:25,12:40,5,Powder,-25,Clear,25,23,23,26,18,22
Rotation 1,417,2012,05-Jan-13,CPR,1,Snowmobile,A,10:57,12:56,3,Powder,-10,Clear,42,42,41,41,40,43
Rotation 1,418,2013,24-Mar-14,JLI,1,Snowmobile,AMOD,12:07,14:27,4,Powder,-15,Clear,30,28,27,32,32,30
Rotation 1,419,2013,25-Mar-14,JLI,1,Snowmobile,B,9:13,11:20,5,Powder,-18,Clear,30,31,33,27,27,25
Rotation 1,421,2012,23-Jan-13,RBO,1,Walk,A,9:07,14:00,4,Powder,-25,Clear,55,62,69,55,58,60
Rotation 1,422,2012,23-Jan-13,JL,1,Walk,BMOD,9:41,12:10,4,Powder,-30,Clear,67,68,67,56,48,52
Rotation 1,422,2012,23-Jan-13,WFL,1,Walk,BMOD,9:41,12:10,4,Powder,-30,Clear,67,68,67,56,48,52
Rotation 1,427,2012,24-Mar-13,RBO,1,Walk,B,9:00,10:51,3,Powder,-10,DNC,83,81,80,87,87,87
Rotation 1,427,2012,24-Mar-13,SDO,1,Walk,B,9:00,10:51,3,Powder,-10,DNC,83,81,80,87,87,87
Rotation 1,428,2012,25-Mar-13,RBO/SDO,1,Walk,A,9:16,11:28,4,Crust,-6,DNC,67,74,72,81,83,80
Rotation 1,429,2012,11-Feb-13,JL/RBO,1,Walk,B,9:52,12:56,3,Powder,-1,Clear,82,91,90,82,81,88
Rotation 1,436,2013,01-Mar-14,CPR/SHO,1,Snowmobile,CMOD,11:07,13:11,6,Powder,-39,Clear,43,42,45,50,51,53
Rotation 1,437,2013,25-Mar-14,MBO3/SHO,1,Snowmobile,C,10:02,11:43,4,Powder,-18,Overcast,59,57,49,44,44,48
Rotation 1,438,2013,23-Mar-14,MBO3/SHO,1,Snowmobile,BMOD,14:53,16:29,3,Powder,-10,Clear,35,39,41,36,36,35
Rotation 1,442,2008,28-Feb-09,DLA,1,Walk,A,9:30,12:27,6,Powder,-22,Clear,66,59,54,57,58,66
Rotation 1,442,2008,28-Feb-09,SS,1,Walk,A,9:30,13:17,6,Powder,-22,Clear,66,59,54,57,58,66
Rotation 1,443,2008,26-Feb-09,JFO,1,Walk,A,9:31,13:10,4,Powder,-25,Clear,65,61,60,DNC,DNC,DNC
Rotation 1,443,2008,26-Feb-09,JL,1,Walk,A,9:31,13:45,4,Powder,-25,Clear,65,61,60,DNC,DNC,DNC
Rotation 1,444,2008,26-Feb-09,DLA/SS,1,Walk,A,15:03,16:29,4,Powder,-14,Clear,51,67,58,60,61,60
Rotation 1,444,2008,26-Feb-09,JFO/JL,1,Walk,A,15:11,16:53,4,Powder,-14,Clear,51,67,58,60,61,60
Rotation 1,445,2011,19-Jan-12,RBO/WFL,1,Walk,A,10:40,13:30,4,Powder,-22,Clear,37,38,36,42,30,47
Rotation 1,446,2011,19-Jan-12,CKO/SS,1,Walk,A,10:17,12:09,4,Powder,-24,Clear,3,3,2,34,31,37
Rotation 1,447,2012,07-Dec-12,CPR/MBO2,1,Walk,A,10:53,14:28,3,Powder,-18,Overcast,37,37,33,39,37,40
Rotation 1,448,2013,25-Mar-14,RBO2,1,Truck,A,9:30,12:55,5,Crust,-16,Clear,32,15,23,5,6,8
Rotation 1,451,2012,22-Jan-13,RBO,1,Walk,A,9:50,12:06,3,Powder,-21,Clear,55,70,59,58,58,59
Rotation 1,451,2012,22-Jan-13,WFL,1,Walk,A,9:50,12:06,3,Powder,-21,Clear,55,70,59,58,58,59
Rotation 1,452,2012,22-Jan-13,JL,1,Walk,A,9:28,15:09,3,Powder,-10,Clear,40,33,46,43,54,54
Rotation 1,457,2012,08-Feb-13,JL,1,Snowmobile,C,11:10,13:55,4,Powder,-10,Clear,80,70,74,76,75,66
Rotation 1,458,2012,25-Mar-13,RBO/SDO,1,Walk,A,12:31,14:50,4,Crust,2,DNC,61,63,67,87,80,82
Rotation 1,459,2012,26-Mar-13,RBO/SDO,1,Walk,B,8:43,11:20,5,Powder,-8,DNC,78,80,82,61,60,64
Rotation 1,466,2013,24-Mar-14,MBO3/SHO,1,Snowmobile,CMOD,16:15,17:47,4,Powder,-5,Cloudy,10,12,11,60,53,62
Rotation 1,467,2013,28-Feb-14,CPR/SHO,1,Snowmobile,C,9:49,12:23,5,Powder,-34,Clear,39,40,42,49,49,51
Rotation 1,468,2013,28-Feb-14,CPR/SHO,1,Snowmobile,BMOD,15:10,17:16,5,Powder,-26,Clear,54,45,56,39,39,43
Rotation 1,472,2008,28-Feb-09,JL,1,Walk,A,9:00,13:44,6,Powder,-30,Clear,61,58,57,60,55,54
Rotation 1,473,2008,27-Feb-09,JL,1,Walk,A,9:06,10:51,5,Crust,-30,Clear,60,60,52,56,54,56
Rotation 1,473,2008,27-Feb-09,JFO,1,Walk,A,9:06,11:43,5,Crust,-30,Clear,60,60,52,56,54,56
Rotation 1,474,2008,27-Feb-09,SS,1,Walk,A,8:47,12:22,5,Powder,-23,Clear,62,59,51,61,58,57
Rotation 1,474,2008,27-Feb-09,DLA,1,Walk,A,8:47,12:33,5,Powder,-23,Clear,62,59,51,61,58,57
Rotation 1,475,2011,18-Jan-12,RBO/WFL,1,Walk,AMOD,11:30,14:00,3,Powder,-29,Clear,16,20,28,33,40,33
Rotation 1,476,2011,18-Jan-12,CKO/SS,1,Walk,A,11:00,13:29,3,Powder,-27,Clear,1,18,19,28,30,31
Rotation 1,477,2012,04-Jan-13,CPR,1,Snowmobile,AMOD,14:26,16:27,4,Powder,-10,Overcast,32,34,33,45,46,47
Rotation 1,478,2013,24-Mar-14,RBO2,1,Snowmobile,A,10:15,13:40,4,Powder,-16,Clear,28,42,30,48,30,39
Rotation 1,481,2011,21-Jan-12,CKO/SS,1,Walk,A,9:15,11:25,6,Powder,-26,Overcast,36,34,37,25,25,21
Rotation 1,482,2011,21-Jan-12,RBO/WFL,1,Walk,AMOD,10:00,13:00,6,Powder,-25,Overcast,20,26,27,30,10,20
Rotation 1,483,2011,23-Mar-12,RBO/WFL,1,Walk,A,9:00,12:41,3,Powder,-10,Clear,51,60,50,58,51,49
Rotation 1,484,2008,12-Feb-09,JEU,1,Snowmobile,A,8:42,10:49,3,Powder,-27,Clear,48,46,46,45.5,68.5,71
Rotation 1,491,2012,07-Feb-13,RBO,1,Truck,B,14:42,16:15,3,Powder,-10,Overcast,5,68,55,65,62,5
Rotation 1,492,2012,07-Feb-13,RBO,1,Snowmobile,B,9:55,12:43,3,Powder,-10,Overcast,68,73,70,3,67,70
Rotation 1,493,2012,10-Feb-13,RBO,1,Snowmobile,B,10:13,12:40,6,Powder,-8,Clear,65,30,69,70,57,42
Rotation 1,497,2010,19-Feb-11,CKO,1,Snowmobile,B,11:12,13:25,4,Powder,-17,Clear,51,52,54,0,47,60
Rotation 1,498,2010,11-Jan-11,WFL,1,Snowmobile,A,11:00,14:10,3,Powder,-20,Cloudy,48,50,60,44,60,53
Rotation 1,499,2010,11-Jan-11,CKO,1,Snowmobile,B,10:45,13:20,3,Powder,-21,Overcast,40,40,45,42,42,42
Rotation 1,506,2009,06-Feb-10,CKO/MVA,1,Walk,DNC,9:28,12:36,3,Powder,-8,Overcast,24,21,23,23,23,22
Rotation 1,507,2009,06-Feb-10,CKO/MVA,1,Walk,DNC,14:50,17:05,3,Powder,-8,Overcast,49,41,39,38,36,41
Rotation 1,508,2009,06-Feb-10,CKO/MVA,1,Walk,DNC,13:13,15:15,4,Powder,-8,Overcast,12,10,11,10,10,10
Rotation 1,512,2007,05-Mar-08,BAB,1,PNA,PNA,13:00,15:00,3,Powder,-11,Clear,85,90,95,79,74,77
Rotation 1,513,2008,26-Jan-09,SS,1,Walk,A,9:31,10:59,5,Crust,-26,Clear,13,16,15,26,26,23
Rotation 1,513,2008,26-Jan-09,DLA,1,Walk,A,9:31,11:16,5,Crust,-26,Clear,13,16,15,26,26,23
Rotation 1,514,2008,21-Jan-09,SS,1,Walk,A,13:05,16:35,5,Powder,-10,Clear,DNC,DNC,DNC,DNC,DNC,DNC
Rotation 1,514,2008,21-Jan-09,DLA,1,Walk,A,13:05,16:35,5,Powder,-10,Clear,DNC,DNC,DNC,DNC,DNC,DNC
Rotation 1,515,2008,12-Feb-09,MPI,1,Snowmobile,B,10:05,12:20,3,Powder,-27,Clear,34,35,24,64,72,66
Rotation 1,522,2012,07-Feb-13,JL,1,Truck,A,15:20,17:07,3,Powder,-11,Overcast,79,71,80,77,77,80
Rotation 1,523,2012,07-Feb-13,JL,1,Truck,AMOD,9:20,13:16,3,Powder,-10,Overcast,47,55,59,72,62,70
Rotation 1,524,2012,10-Feb-13,JL,1,Walk,B,12:46,15:12,6,Powder,0,Clear,80,80,92,81,74,74
Rotation 1,528,2010,06-Mar-11,CKO,1,Snowmobile,BMOD,8:50,13:33,4,Powder,-25,Clear,51,50,52,54,60,66
Rotation 1,529,2010,20-Feb-11,CKO,1,Snowmobile,B,9:50,11:35,5,Powder,-16,Overcast,57,59,55,56,54,51
Rotation 1,530,2010,06-Mar-11,JL,1,Snowmobile,C,15:18,17:37,3,Powder,-25,Clear,59,61,66,62,66,62
Rotation 1,537,2009,06-Feb-10,DKE/JBU,1,Walk,B,8:58,12:12,3,Powder,-8,Overcast,48,46,46,48,43,34
Rotation 1,538,2012,05-Jan-13,LWI/MBO2,1,Walk,AMOD,9:36,14:23,4,Powder,-8,Clear,45,45,55,47,56,45
Rotation 1,539,2009,07-Feb-10,DKE/JBU,1,Walk,DNC,8:51,11:08,4,Powder,-10,Overcast,39,42,41,DNC,DNC,DNC
Rotation 1,543,2009,09-Feb-10,CKO,1,Snowmobile,A,11:06,12:52,4,Powder,-5,Overcast,32,30,34,DNC,DNC,DNC
Rotation 1,544,2009,07-Feb-10,CKO/DKE/JBU/MVA,1,Walk,A,14:00,16:26,3,Powder,DNC,Clear,39,41,42,27,28,30
Rotation 1,545,2007,06-Mar-08,BAB,1,PNA,PNA,14:00,15:45,4,Powder,-25,Cloudy,96,105,101,112,116,120
Rotation 1,553,2012,08-Feb-13,RBO,1,Truck,A,13:00,15:01,4,Powder,-8,Clear,45,5,38,40,5,40
Rotation 1,554,2012,08-Feb-13,RBO,1,Walk,AMOD,9:30,12:20,4,Powder,-12,Clear,35,38,56,60,3,58
Rotation 1,555,2012,10-Feb-13,RBO,1,Snowmobile,BMOD,13:50,16:10,6,Powder,-1,Clear,70,65,68,73,65,68
Rotation 1,559,2010,07-Mar-11,CKO/JL,1,Snowmobile,B,9:40,11:46,5,Powder,-20,Clear,2,2,1,57,59,59
Rotation 1,560,2010,05-Mar-11,JL,1,Snowmobile,AMOD,11:20,13:55,3,Powder,-20,Overcast,53,52,54,50,59,54
Rotation 1,561,2010,12-Jan-11,CKO,1,Snowmobile,B,11:00,13:40,4,Powder,-24,Overcast,35,40,34,46,46,44
Rotation 1,568,2012,31-Jan-13,CPR/MBO2,1,Walk,BMOD,9:40,11:56,3,Powder,-21,Overcast,64,70,70,73,75,72
Rotation 1,569,2009,10-Feb-10,CKO/MVA,1,Snowmobile,A,10:50,13:11,5,Powder,-3,Overcast,36,40,34,31,32,29
Rotation 1,570,2009,07-Feb-10,CKO/MVA,1,Walk,A,8:57,11:41,4,Powder,-7,Overcast,18,21,20,20,20,20
Rotation 1,574,2009,10-Feb-10,CKO/MVA,1,Snowmobile,A,3:30,17:15,4,Powder,-2,Clear,6,11,17,34,34,27
Rotation 1,575,2007,07-Mar-08,BAB,1,PNA,PNA,15:30,17:10,5,Powder,10,Clear,51,60,51,60,62,59
Rotation 1,576,2009,08-Feb-10,CKO/DKE/JBU/MVA,1,Walk,A,8:50,12:26,3,Powder,-16,Overcast,42,42,41,33,30,36
Rotation 1,580,2012,17-Dec-12,CPR/MBO2,1,Snowmobile,B,10:28,12:11,3,Powder,-17,Overcast,31,55,54,47,49,48
Rotation 1,584,2008,16-Jan-09,JEU/MPI,1,Snowmobile,C,10:30,14:30,3,Powder,-5,Clear,77,65,61,48,59,58
Rotation 1,585,2008,19-Jan-09,MPI,1,Snowmobile,A,10:23,14:25,6,Wet,5,Clear,70,66,61,49,52,53
Rotation 1,586,2008,25-Jan-09,JEU/MPI,1,Snowmobile,B,11:37,14:27,3,Powder,-29,Clear,32,56,61,51,53,50
Rotation 1,595,2013,26-Feb-14,LWI/SPE,1,Truck,A,16:48,18:36,5,Powder,-4,Clear,35,38,48,53,46,50
Rotation 1,599,2008,12-Mar-09,SS,1,Snowmobile,A,13:00,14:23,5,Wet,-4,Cloudy,57,48,68,58,57,52
Rotation 1,599,2008,12-Mar-09,DLA,1,Snowmobile,A,13:02,14:23,5,Wet,-4,Cloudy,57,48,68,58,57,52
Rotation 1,600,2009,07-Feb-10,JLI,1,Snowmobile,A,14:46,16:36,3,Powder,-10,Overcast,40,43,44,44,44,45
Rotation 1,601,2009,09-Feb-10,JLI/MVA,1,Snowmobile,A,12:19,14:00,3,Powder,-8,Overcast,15,16,16,41,47,39
Rotation 1,602,2012,27-Jan-13,RBO,1,Snowmobile,AMOD,11:20,14:08,3,Powder,-9,Clear,50,52,58,5,63,58
Rotation 1,603,2012,28-Mar-13,WFL,1,Walk,A,8:40,10:57,6,Crust,-4,DNC,84,93,89,93,90,90
Rotation 1,603,2012,28-Mar-13,JL,1,Walk,A,8:40,10:57,6,Crust,-4,DNC,84,93,89,93,90,90
Rotation 1,604,2012,27-Jan-13,JL,1,Snowmobile,A,10:35,13:24,3,Powder,-15,Clear,78,84,80,91,85,85
Rotation 1,605,2012,24-Feb-13,RBO,1,Snowmobile,BMOD,12:00,14:29,4,Powder,1,Clear,63,64,65,70,68,73
Rotation 1,606,2013,25-Jan-14,RBO2,1,Snowmobile,AMOD,9:47,13:36,5,Crust,1,Clear,41,41,39,43,41,42
Rotation 1,607,2013,24-Jan-14,RBO2,1,Snowmobile,C,10:52,14:35,4,Crust,1,Overcast,43,40,41,41,41,40
Rotation 1,608,2012,27-Mar-13,JL,1,Walk,A,9:44,12:39,5,Wet,-3,DNC,85,88,108,90,89,89
Rotation 1,608,2012,27-Mar-13,WFL,1,Walk,A,9:44,12:39,5,Wet,-3,DNC,85,88,108,90,89,89
Rotation 1,610,2013,24-Feb-14,LWI/SPE,1,Truck,A,14:15,16:16,4,Powder,-10,Clear,72,73,73,61,62,64
Rotation 1,611,2012,17-Dec-12,LWI/SHO,1,Truck,C,15:15,17:01,3,Powder,-15,Overcast,46,46,49,45,45,49
Rotation 1,612,2012,17-Dec-12,CPR/MBO2,1,Truck,A,14:26,15:47,3,Powder,-14,Overcast,39,37,39,37,42,38
Rotation 1,616,2008,17-Jan-09,JEU/MPI,1,Snowmobile,AMOD,9:45,14:05,4,Powder,-8,Clear,46,37,73,71,60,73
Rotation 1,617,2008,19-Jan-09,JEU,1,Snowmobile,B,9:27,13:58,6,Crust,-8,Clear,38,37,43,61,58,58
Rotation 1,618,2008,26-Jan-09,MPI,1,Snowmobile,BMOD,10:35,13:56,4,Powder,-22,Clear,61,50,58,70,64,58
Rotation 1,625,2013,26-Feb-14,CPR/SHO,1,Snowmobile,BMOD,11:38,13:07,5,Powder,-22,Clear,65,60,61,39,40,43
Rotation 1,626,2013,26-Feb-14,CPR/SHO,1,Snowmobile,A,14:39,16:33,5,Powder,-14,Clear,59,61,55,54,51,57
Rotation 1,627,2013,26-Feb-14,LWI/SPE,1,Truck,C,13:33,15:50,5,Powder,-4,Clear,63,62,62,57,55,55
Rotation 1,631,2008,12-Mar-09,SS,1,Snowmobile,AMOD,9:17,11:16,5,Powder,-15,Clear,82,79,89,79,62,68
Rotation 1,632,2008,19-Mar-09,JL,1,Snowmobile,A,10:22,12:42,3,Powder,-10,Overcast,75,74,72,70,71,70
Rotation 1,633,2008,19-Mar-09,JL,1,Snowmobile,B,15:17,17:45,3,Powder,-4,Overcast,73,80,71,70,70,73
